綜合其他,#genre#
經典卡通台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live022/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
精選動漫台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live024/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
ELTV生活英語台,http://iptv-4gtv.ufozsq.ccwu.cc/of-litv-xinchuang20/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
龍華卡通,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang01/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY

新聞財經,#genre#
鏡電視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv075/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
TVBS,http://iptv-4gtv.ufozsq.ccwu.cc/media-live073/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
TVBS,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv073/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
TVBS新聞,http://iptv-4gtv.ufozsq.ccwu.cc/media-live072/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
TVBS新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv072/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
東森新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv152/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
東森新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live114/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
華視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live452/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
華視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv052/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
華視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/of-4gtv-4gtv052/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
NHK WORLD-JAPAN,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live168/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
民視新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live413/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
民視新聞,http://iptv-4gtv.ufozsq.ccwu.cc/litv-ftv13/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
三立新聞iNEWS,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live089/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
東森財經新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv153/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
東森財經新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live019/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
中視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv074/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
中天新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live409/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
