🕘️更新时间,#genre#
CCTV5+,http://144.255.44.239:4022/udp/239.21.1.142:5002
CCTV5+,http://ygbh.site/php/bfgd.php?id=246
CCTV5+,http://templaralone.asuscomm.com:35455/mgtv/641886773.m3u8
CCTV5+,http://114.241.214.222:4022/rtp/239.3.1.130:8004
CCTV5+,http://222.218.122.114:8188/udp/239.81.0.101:4056
CCTV5+,http://124.220.159.96:35455/mgtv/641886773.m3u8
CCTV5+,http://121.29.133.167:8888/rtp/239.253.92.82:8013
CCTV5+,http://119.32.12.17:2901/udp/224.1.100.25:11111
CCTV5+,http://qjrhc.jydjd.top:2911/udp/224.1.100.25:11111
CCTV5+,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.58:1025
CCTV6,http://117.13.121.247:4022/rtp/225.1.1.195:5002
CCTV6,http://111.162.206.7:8686/rtp/225.1.1.195:5002
CCTV6,http://111.72.202.250:7088/udp/239.252.219.237:5140
CCTV6,http://116.234.0.89:4022/rtp/239.45.1.70:5140
CCTV6,http://ms.fxim.net:808/hls/6/index.m3u8
CCTV6,http://ygbh.site/php/bfgd.php?id=065
CCTV6,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.122:1025
CCTV6,http://171.15.18.199:8180/TV00000000000000000006@HHZT
CCTV6,http://114.241.214.222:4022/rtp/239.3.1.174:8001
CCTV6,http://templaralone.asuscomm.com:35455/mgtv/624878396.m3u8
CCTV6,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.119:1025
CCTV7,http://111.72.202.250:7088/udp/239.252.220.185:5140
CCTV7,http://www.lizhinas.top:1009/udp/239.252.220.185:5140
CCTV7,http://111.162.206.7:8686/rtp/225.1.1.138:5002
CCTV7,http://ms.fxim.net:808/hls/7/index.m3u8
CCTV7,http://171.15.18.199:8180/TV00000000000000000007@HHZT
CCTV7,http://ygbh.site/php/bfgd.php?id=127
CCTV7,http://171.35.84.178:8688/udp/239.252.220.185:5140
CCTV7,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.62:1025
CCTV7,http://222.67.24.171:1688/rtp/239.45.3.56:5140
CCTV13,http://8.138.7.223/tv/ptbtv1.php?id=28
CCTV13,http://111.162.206.7:8686/rtp/225.1.2.193:5002
CCTV13,http://124.162.19.248:4022/udp/225.0.4.219:7980
CCTV13,http://112.123.243.37:50085/tsfile/live/0014_1.m3u8
CCTV13,http://220.169.100.41:10087/udp/239.76.251.84:9000
CCTV13,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://117.8.143.150:8834/rtp/225.1.2.193:5002
CCTV13,http://ygbh.site/php/bfgd.php?id=067
CCTV13,http://171.15.18.199:8180/TV00000000000000000013@HHZT
CCTV13,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.23:1025
CCTV13,http://114.241.214.222:4022/rtp/239.3.1.124:8128
CCTV13,http://qjrhc.jydjd.top:2911/udp/224.1.100.69:11111
CCTV13,http://220.169.100.41:10087/udp/239.76.246.93:1234
湖南卫视,http://111.162.206.7:8686/rtp/225.1.1.114:5002
湖南卫视,http://27.154.89.193:18888/rtp/239.61.2.31:8180
湖南卫视,http://220.169.100.41:10087/udp/239.76.253.100:9000
湖南卫视,http://nas.hssvm.com:8888/udp/225.1.1.114:5002
湖南卫视,http://112.123.243.37:50085/tsfile/live/1002_1.m3u8
湖南卫视,http://171.15.18.199:8180/TV00000000000000000018@HHZT
湖南卫视,http://8.138.7.223/tv/hot.php?id=36
湖南卫视,http://119.32.12.17:2901/udp/224.1.100.98:11111
湖南卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.31:1025
湖南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.98:11111
湖南卫视,http://ygbh.site/php/bfgd.php?id=086
湖南卫视,http://114.238.59.27:4000/rtp/239.49.8.12:9418
无线新闻,https://s1.m16tv.cfd/aktv/CH-1/AKTV.m3u8
无线新闻,https://s2.m16tv.cfd/aktv/CH-1/AKTV.m3u8
无线新闻,http://tri-metal.dsmynas.net:8001/bysid/83.m3u8
无线新闻,http://8hb85846je10.vicp.fun:5000/bysid/83
无线新闻,http://bziyunshao.synology.me:8890/bysid/83.m3u8
无线新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=inews_twn
無線衛星新聞台,http://aktv-stream.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
翡翠台,https://s2.m16tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
翡翠台,https://s1.m16tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠台,http://8.138.7.223/tv/hot.php?id=68
翡翠台,http://tri-metal.dsmynas.net:8000/bysid/1.m3u8
翡翠台,http://50.7.234.10:8278/jade_twn/playlist.m3u8?tid=ME6E1330319113303191&ct=19225&tsum=d76985c4965fd63807e131035f66af09
翡翠台,http://8hb85846je10.vicp.fun:8001/bysid/1
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
翡翠台,http://222.128.55.152:9080/live/gdfc.m3u8
翡翠台,http://bziyunshao.synology.me:8889/bysid/1.m3u8
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
翡翠台,https://haoyunlai.serv00.net/Smartv-1.php?id=jade_twn
翡翠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.121:11111
翡翠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.122:11111
東森新聞,https://s2.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
東森新聞,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
東森新聞,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D4407126144071261&ct=19344&tsum=c7212737de5e023823ea68610d709c14
東森新聞,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
東森新聞,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvnews
明珠台,http://tri-metal.dsmynas.net:8001/bysid/2.m3u8
明珠台,http://8hb85846je10.vicp.fun:5000/bysid/2
明珠台,http://bziyunshao.synology.me:8890/bysid/2.m3u8
明珠台,https://haoyunlai.serv00.net/Smartv-1.php?id=pearl_twn
明珠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.124:11111
明珠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.123:11111
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://b.tvbox6.icu/【公众号：榴芒电视】/fhzw.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰中文,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixtv_hd
凤凰中文,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.48:1025
鳳凰衛視中文台,https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視中文台,https://s2.m16tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視中文台,http://121.37.185.74:18180/TV00000000000000000054@HHZT
凤凰资讯,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.47:1025
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MA5A4571836345718363&ct=19234&tsum=9d461ede3a5ecfa182b75574f86ae56a
凤凰香港,http://8hb85846je10.vicp.fun:5000/bysid/85
凤凰香港,http://qctv.fengshows.cn/live/0701phk72.flv?txSecret=19a6224ff2b39715c212c60b14c8f508&txTime=6749b374
凤凰卫视,http://198.16.100.186:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83
凤凰卫视,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MDFD5624054756240547&ct=19235&tsum=3d8e21403954d488cd95d367f1f90d8b
凤凰卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.3:11111
凤凰卫视,http://119.32.12.17:2901/udp/224.1.100.3:11111
TVBS,https://s1.m16tv.cfd/taiwan/tvbs/AKTV.m3u8
TVBS,https://s2.m16tv.cfd/taiwan/tvbs/AKTV.m3u8
TVBS,http://50.7.234.10:8278/tvbs/playlist.m3u8?tid=ME2E6545230665452306&ct=19234&tsum=ff0df01c2935843c8c4543428728ce28
TVBS,http://50.7.234.10:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVB Plus,https://s1.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
TVB Plus,http://tri-metal.dsmynas.net:8001/bysid/82.m3u8
TVB Plus,http://8hb85846je10.vicp.fun:5000/bysid/82
TVB Plus,http://bziyunshao.synology.me:8890/bysid/82.m3u8
TVBS新聞,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS新聞,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS新聞,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新聞,https://haoyunlai.serv00.net/Smartv-1.php?id=tvbs_n
TVBS新聞,rtmp://f13h.mine.nu/sat/tv551
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40
纬来体育,https://s1.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
纬来体育,https://s2.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
中天新闻台,https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
中天新闻台,https://haoyunlai.serv00.net/Smartv-1.php?id=ctinews
東方衛視國際頻道,http://aktv-stream.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
千禧經典台(HK),https://haoyunlai.serv00.net/Smartv-1.php?id=Tvbclassic
娛樂新聞台(HK),https://haoyunlai.serv00.net/Smartv-1.php?id=Tvbentertainment
寰宇新聞台,http://222.128.55.152:9080/live/hy.m3u8
寰宇新聞台,https://haoyunlai.serv00.net/Smartv-1.php?id=huanyuxinwen_twn
美亞電影台(HK),http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=MFEF1001328410013284&ct=19226&tsum=9839709ca0f37641c5d1ba962c3bc739
美亞電影台(HK),http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MFDF2848449728484497&ct=19211&tsum=f65f39620c24fee2e633c4727cc48727
美亞電影台(HK),https://haoyunlai.serv00.net/Smartv-1.php?id=meiyamovie_twn
翡翠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-18/AKTV.m3u8
三立新聞iNEWS,http://aktv-stream.m16tv.cfd/stream/taiwan/inews/AKTV.m3u8
華視,http://50.7.234.10:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
華視,http://50.7.234.10:8278/ctshd_twn/playlist.m3u8?tid=MD3D4860867448608674&ct=19193&tsum=773d4005ddbc68ed16154cc49ba1fc76
華視,http://37.27.111.214:8080/live/8/hls.m3u8
華視,rtmp://9hv9.mine.nu/sat/tv111
中視,https://s1.m16tv.cfd/taiwan/CH-3/AKTV.m3u8
中視,http://198.16.100.186:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中視,http://37.27.111.214:8080/live/7/hls.m3u8
中視,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中視,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB8B7313326473133264&ct=19226&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中視,rtmp://9hv9.mine.nu/sat/tv091
中視新聞,http://198.16.100.186:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中視新聞,http://198.16.100.186:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中視新聞,http://50.7.234.10:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中視經典台,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
台視,https://s1.m16tv.cfd/taiwan/CH-2/AKTV.m3u8
台視,http://50.7.234.10:8278/ttv_taiwan/playlist.m3u8?tid=MEDE4406594744065947&ct=19193&tsum=079f13bae33c63d33bb128fd265e8466
台視,https://haoyunlai.serv00.net/Smartv-1.php?id=ttv_taiwan
台視,rtmp://9hv9.mine.nu/sat/tv071
台視新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞,http://222.128.55.152:9080/live/ts.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
台視新聞,http://50.7.234.10:8278/ttvnews_twn/playlist.m3u8?tid=MBBB6637589866375898&ct=19234&tsum=d2c641a325bf02e0b68c4f245e0165b0
民視,http://37.27.111.214:8080/live/6/hls.m3u8
民視,http://198.16.100.186:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
民視,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
民視,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=MF8F2804739628047396&ct=19193&tsum=73a49379fed74f8fc39359fcf589a9d8
民視,https://haoyunlai.serv00.net/Smartv-1.php?id=ftvhd_taiwan
民視,rtmp://9hv9.mine.nu/sat/tv051
民視第一台,http://50.7.234.10:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC3C1265283912652839&ct=19234&tsum=4ccb0d02f19e4fabf66e28d18b606f6c
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立台湾,http://50.7.234.10:8278/sanlitaiwan/playlist.m3u8?tid=MD3D6272113862721138&ct=19344&tsum=67db4abe16d57b8ac1ca573eab42c5e4
三立新闻,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
东森综合,http://198.16.100.186:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森电影,https://s1.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MECE7715898977158989&ct=19234&tsum=a663a2e65f2d50fefd2d6b096f9e3f02
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MA9A6947736769477367&ct=19669&tsum=6ee70bdcbdc521d1c43b0bf14a8e5958
东森电影,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvmovie
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
好萊塢電影台,http://198.16.100.186:8278/hollywoodmovies_twn/playlist.m3u8?tid=MECE5611281156112811&ct=19225&tsum=ad8884ee16b04f885f24bae98fc5fb9f
好萊塢電影台,https://s2.m16tv.cfd/aktv2/CH-4/AKTV.m3u8
好萊塢電影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MFDF3993740539937405&ct=19234&tsum=9c77fd229b7086f14748debe0f6b4ae6
好萊塢電影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
好萊塢電影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MECE5611281156112811&ct=19225&tsum=ad8884ee16b04f885f24bae98fc5fb9f
好萊塢電影台,https://s1.m16tv.cfd/aktv2/CH-4/AKTV.m3u8
東森洋片,https://s2.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MC9C2222186722221867&ct=19669&tsum=642159cf8ac6ea1872cdb52cdf521ecf
東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MB7B8303252483032524&ct=19249&tsum=14f89967cdf6c504230be29a87cc54f0
東森洋片,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvwestern
東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
曼聯電視頻道,http://aktv-stream.m16tv.cfd/stream/astro_a1/ch87/AKTV.m3u8
朝鮮恩情台,https://s1.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
ELTV生活英語台,http://aktv-stream.m16tv.cfd/stream/taiwan/eltv/AKTV.m3u8
龍華偶像台,http://198.16.100.186:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
龍華偶像台,https://haoyunlai.serv00.net/Smartv-1.php?id=lunghuaidol_twn
龍華電影台,http://37.27.111.214:8080/live/19/hls.m3u8
龍華電影台,https://haoyunlai.serv00.net/Smartv-1.php?id=xingwei_movie
28 AI 智慧賽馬,http://aktv-stream.m16tv.cfd/stream/aktv/28ai/AKTV.m3u8
Channel 8 HD,https://s1.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
Channel 8 HD,https://s2.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
Channel U HD,https://s1.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
J2,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=MA8A1176878411768784&ct=19225&tsum=fea41bb592165942b9971148376f8b70
Viutv,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
Viutv,http://tri-metal.dsmynas.net:8000/bysid/99.m3u8
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
Viutv,http://8hb85846je10.vicp.fun:8001/bysid/99
Viutv,http://bziyunshao.synology.me:8889/bysid/99.m3u8
Viutv,https://haoyunlai.serv00.net/Smartv-1.php?id=viusix_twn
myTV SUPER 18台,https://s1.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
CNA,https://s2.m16tv.cfd/aktv3/cna/AKTV.m3u8
KPOP+,https://s1.m16tv.cfd/aktv3/kpop/AKTV.m3u8
PopC,https://s2.m16tv.cfd/aktv/popc/AKTV.m3u8
tvN,http://198.16.100.186:8278/TVN/playlist.m3u8?tid=ME2E2714748027147480&ct=19225&tsum=48ef5f1d47a64fc90e5f5ad5b182fb5d
tvN,http://198.16.100.186:8278/TVN/playlist.m3u8?tid=ME8E2207086222070862&ct=19249&tsum=b7f602e68174a03e917c7b354788bce9
DW,http://aktv-stream.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
France 24,http://aktv-stream.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
KIX,http://aktv-stream.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
NHK World-Japan,http://aktv-stream.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
Thrill,http://198.16.100.186:8278/Thrill/playlist.m3u8?tid=MB8B6377453463774534&ct=19249&tsum=028c286ac4f8ee635f9e502bd1e2e2ab
Celestial Movies,http://198.16.100.186:8278/Celestialindo/playlist.m3u8?tid=MA5A2795215627952156&ct=19254&tsum=5af1cfa380a0d40379beb469d60702ab
CINEMAWORLD,http://37.27.111.214:8080/live/30/hls.m3u8
NBA TV,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch84/AKTV.m3u8
TV9,http://198.16.100.186:8278/TV9/playlist.m3u8?tid=MC8C4966804449668044&ct=19249&tsum=8dae6f565fe19a1d8909d2f6b04ae2b7
ESPN NEWS,http://38.96.178.201:80/live/ESPNews/index.m3u8

☘️咪咕频道,#genre#
CCTV-02咪咕,http://111.72.202.250:7088/udp/239.252.220.183:5140
CCTV-02咪咕,http://171.15.18.199:8180/TV00000000000000000002@HHZT
CCTV-02咪咕,http://111.162.206.7:8686/rtp/225.1.1.133:5002
CCTV-02咪咕,http://117.13.121.247:4022/rtp/225.1.1.133:5002
CCTV-02咪咕,http://222.218.122.114:8188/udp/239.81.0.115:4056
CCTV-02咪咕,http://114.226.231.209:8787/rtp/239.49.8.50:9802
CCTV-02咪咕,http://121.29.133.167:8888/rtp/239.253.92.190:6065
CCTV-02咪咕,http://templaralone.asuscomm.com:35455/mgtv/631780532.m3u8
CCTV-02咪咕,http://114.241.214.222:4022/rtp/239.3.1.60:8084
CCTV-02咪咕,http://xrhui.f3322.org:8888/udp/233.50.201.119:5140
CCTV-03咪咕,http://124.162.19.248:4022/udp/225.0.4.142:7980
CCTV-03咪咕,http://111.72.202.250:7088/udp/239.252.219.252:5140
CCTV-03咪咕,http://113.15.109.216:59901/tsfile/live/0003_1.m3u8
CCTV-03咪咕,http://php.cqshushu.ggff.net/jzb.php?id=cctv3&公众号【医工学习日志】
CCTV-03咪咕,http://web9916.w.computerqwq.cf/jzb.php?id=cctv3&公众号【医工学习日志】
CCTV-03咪咕,http://220.169.100.41:10087/udp/239.76.246.153:1234
CCTV-03咪咕,http://171.15.18.199:8180/TV00000000000000000003@HHZT
CCTV-04咪咕,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】
CCTV-04咪咕,http://27.154.89.193:18888/rtp/239.61.2.206:9224
CCTV-04咪咕,http://111.72.202.250:7088/udp/239.252.220.184:5140
CCTV-04咪咕,http://117.13.121.247:4022/rtp/225.1.1.150:5002
CCTV-04咪咕,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-04咪咕,http://117.8.143.150:8834/rtp/225.1.1.150:5002
CCTV-04咪咕,http://222.218.122.114:8188/udp/239.81.0.96:4056
CCTV-04咪咕,http://114.226.231.209:8787/rtp/239.49.8.131:6000
CCTV-04咪咕,http://www.dsk.cc/php/bfgd.php?id=cctv4&m.m3u8
CCTV-04咪咕,http://171.15.18.199:8180/TV00000000000000000004@HHZT
CCTV-04咪咕,http://home.yulei.online:9999/rtp/226.0.2.156:9160
CCTV-08咪咕,http://27.154.89.193:18888/rtp/239.61.3.37:9740
CCTV-08咪咕,http://124.162.19.248:4022/udp/225.0.4.137:7980
CCTV-08咪咕,http://www.lizhinas.top:1009/udp/239.252.219.253:5140
CCTV-08咪咕,http://111.72.202.250:7088/udp/239.252.219.253:5140
CCTV-08咪咕,http://220.169.100.41:10087/udp/239.76.253.158:9000
CCTV-08咪咕,http://117.13.121.247:4022/rtp/225.1.1.196:5002
CCTV-08咪咕,http://171.15.18.199:8180/TV00000000000000000008@HHZT
